,text,searchTerm,disease,processed_text
2157,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/k2BKNliLPT https://t.co/oMnkgxDIG5",Rituxan,Cancer,[]
2158,"RT @ahighelevation: Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/MIqD5A7EeA https://t.co/Hw6wcgsdze",Rituxan,Cancer,[]
2159,"FDA to Pfizer: To win OK for Herceptin biosimilar, fork over more 'technical' info https://t.co/r1Kfds6ZWN",Herceptin,Cancer,"['win', 'fork', 'technic']"
2160,$PFE's Herceptin copy hits FDA roadblock https://t.co/FEe8aRd1e8,Herceptin,Cancer,"['copi', 'roadblock']"
2161,"RT @sstrumello: FDA to Pfizer: To win OK for Herceptin biosimilar, fork over more 'technical' info via @FiercePharma https://t.co/iI0ZGFNeY3",Herceptin,Cancer,"['win', 'fork', 'technic', 'via']"
2162,"FDA to Pfizer: To win OK for Herceptin biosimilar, fork over more 'technical' info via @FiercePharma https://t.co/iI0ZGFNeY3",Herceptin,Cancer,"['win', 'fork', 'technic', 'via']"
2163,"FDA to Pfizer: To win OK for Herceptin biosimilar, fork over more 'technical' info https://t.co/HO9mY1YqgA https://t.co/OCx4Fdu4AQ",Herceptin,Cancer,"['win', 'fork', 'technic']"
2164,"FDA to Pfizer: To win OK for Herceptin biosimilar, fork over more 'technical' info
https://t.co/F6T4MKjnrS",Herceptin,Cancer,"['win', 'fork', 'technic']"
2165,#Pfizer's #Herceptin copy hits #FDA roadblock https://t.co/wW4EfwNemH via @BioPharmaDive,Herceptin,Cancer,"['copi', 'roadblock', 'via']"
2166,Pfizer's herceptin biosimilar cancer treatment rejected for approval #FDA $PFE https://t.co/GSr2WQRozM,Herceptin,Cancer,"['cancer', 'treatment', 'approv']"
2167,Pfizer's Herceptin copy hits FDA roadblock https://t.co/IbIj063fwc via @BioPharmaDive,Herceptin,Cancer,"['copi', 'roadblock', 'via']"
2168,"RT @Jessicaemerrill: $PFE received a CRL from FDA for a #biosimilar of Herceptin, but a reminder that $MYL's Ogivri was approved by FDA lasâ€¦",Herceptin,Cancer,"['receiv', 'remind', 'la']"
2169,RT @ESchattner: FDA declines to approve Pfizer's #biosimilar to Roche's cancer drug (Herceptin) -  https://t.co/3hV5dW4u6A,Herceptin,Cancer,"['approv', 'cancer', 'drug']"
2170,"RT @Jessicaemerrill: $PFE received a CRL from FDA for a #biosimilar of Herceptin, but a reminder that $MYL's Ogivri was approved by FDA lasâ€¦",Herceptin,Cancer,"['receiv', 'remind', 'la']"
2171,RT @ESchattner: FDA declines to approve Pfizer's #biosimilar to Roche's cancer drug (Herceptin) -  https://t.co/3hV5dW4u6A,Herceptin,Cancer,"['approv', 'cancer', 'drug']"
2172,@CMichaelGibson Reminded me of my days of remotely working on the first Herceptin biosimilar of Mylan approved by FDA,Herceptin,Cancer,"['day', 'remot', 'work', 'first']"
2173,"Pfizer hits stumbling block on Herceptin rival, but wins 'breakthrough' status on MenB vaccine - https://t.co/eNpC1dJ0XB",Herceptin,Cancer,"['stumbl', 'block', 'rival', 'breakthrough', 'statu', 'vaccin']"
2174,"@Pharmacereport Many innovative drugs developed simultaneously by pharma, e.g., Hep C cures, lung cancer immunotherapies. Multi-blockbuster Herceptin is exception- no competition since '98 launch. PFE biosimilar fails also
-
FDA declines Pfizer's biosim",Herceptin,Cancer,"['mani', 'innov', 'simultan', 'hep', 'c', 'lung', 'cancer', 'except', 'competit', 'sinc', 'launch', 'also']"
2175,RT @fwpharma: FDA rejects Pfizer's filing seeking approval of #biosimilar version of Roche's Herceptin https://t.co/H6AkVCf35E $PFE $RHHBY,Herceptin,Cancer,"['file', 'seek', 'approv', 'version']"
2176,"RT @Jessicaemerrill: $PFE received a CRL from FDA for a #biosimilar of Herceptin, but a reminder that $MYL's Ogivri was approved by FDA lasâ€¦",Herceptin,Cancer,"['receiv', 'remind', 'la']"
2177,FDA Fails to Approve Pfizer's Biosimilar of Roche's Herceptin: Pfizer Inc. (NYSE:PFE) announced on 4/23/18Â  that it received a Complete Response Letter (CRL) from the FDA in response to the Biologics License Application for the companyâ€™s proposedâ€¦ https://t.co/pdhK3QqI7x,Herceptin,Cancer,"['approv', 'receiv', 'complet', 'respons', 'letter', 'respons', 'licens', 'applic']"
2178,"@Pfizer hits stumbling block on #Herceptin rival, but wins #breakthrough status on #MenB #vaccine - #biotech #biotechnology #biopharma #pharma #healthcare #clinicaltrials #clinicalresults #BTD #FDA $PFE $RHHBY $PMYL https://t.co/cdyi1Av1wY",Herceptin,Cancer,"['stumbl', 'block', 'rival', 'breakthrough', 'statu', 'vaccin']"
2179,FDA rejects Pfizer's application for Herceptin biosimilar $PFE $RHHBY https://t.co/kyKrEEaRwV,Herceptin,Cancer,['applic']
2180,"RT @Jessicaemerrill: $PFE received a CRL from FDA for a #biosimilar of Herceptin, but a reminder that $MYL's Ogivri was approved by FDA lasâ€¦",Herceptin,Cancer,"['receiv', 'remind', 'la']"
2181,"RT @Jessicaemerrill: $PFE received a CRL from FDA for a #biosimilar of Herceptin, but a reminder that $MYL's Ogivri was approved by FDA lasâ€¦",Herceptin,Cancer,"['receiv', 'remind', 'la']"
2182,FDA rejects Pfizer's application for Herceptin biosimilar https://t.co/nSX9NP3cYs,Herceptin,Cancer,['applic']
2183,"$PFE received a CRL from FDA for a #biosimilar of Herceptin, but a reminder that $MYL's Ogivri was approved by FDA last year and the company signed a patent settlement agreement with $ROG that paves the way for a launch, though the timeline has not been disclosed.",Herceptin,Cancer,"['receiv', 'remind', 'last', 'year', 'compani', 'patent', 'settlement', 'agreement', 'rog', 'way', 'launch', 'though', 'disclos']"
2184,FDA rejects Pfizer's application for Herceptin biosimilar https://t.co/YY4cjNuH3G $PFE $RHHBY,Herceptin,Cancer,['applic']
2185,FDA rejects Pfizer's application for Herceptin biosimilar https://t.co/3jR3QnKs2a $PFE $RHHBY,Herceptin,Cancer,['applic']
2186,"Pfizer hits stumbling block on Herceptin rival, but wins breakthrough status on MenB vaccine https://t.co/96lpBUzjEr https://t.co/P1mS1nXx3N",Herceptin,Cancer,"['stumbl', 'block', 'rival', 'breakthrough', 'statu', 'vaccin']"
2187,"RT @JohnCendpts: Pfizer hits stumbling block on Herceptin rival, but wins breakthrough status on MenB vaccine
$PFE
@BrittanyMeiling
https:/â€¦",Herceptin,Cancer,"['stumbl', 'block', 'rival', 'breakthrough', 'statu', 'vaccin']"
2188,"Pfizer hits stumbling block on Herceptin rival, but wins breakthrough status on MenB vaccine
$PFE
@BrittanyMeiling
https://t.co/K51aekgf8I",Herceptin,Cancer,"['stumbl', 'block', 'rival', 'breakthrough', 'statu', 'vaccin']"
2189,"@UppityCancerP I don't yet know what is the reason. Yes, biosimilar ""Herceptin"" would be less expensive (still not cheap). More than that: I'd be interested in seeing the comparative efficacy data. @FDAOncology",Herceptin,Cancer,"['dont', 'yet', 'know', 'reason', 'ye', 'would', 'less', 'expens', 'still', 'cheap', 'id', 'interest', 'see', 'compar', 'efficaci', 'data']"
2190,"Pfizer hits stumbling block on Herceptin rival, but wins breakthrough status on MenB vaccine https://t.co/i4gRJZss0V https://t.co/2oD6KNHDeo",Herceptin,Cancer,"['stumbl', 'block', 'rival', 'breakthrough', 'statu', 'vaccin']"
2191,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Herceptin,Cancer,['approv']
2192,"FDA declines to approve Pfizer biosimilar of Roche's cancer drug (Reuters) - Pfizer Inc said on Monday U.S. regulators declined to approve the company's biosimilar of Roche's blockbuster treatment for breast cancer, Herceptin, and sought additional technâ€¦ https://t.co/CMFeMozlhr",Herceptin,Cancer,"['approv', 'cancer', 'drug', 'said', 'us', 'declin', 'approv', 'blockbust', 'treatment', 'breast', 'cancer', 'sought', 'addit']"
2193,"FDA declines to approve Pfizer biosimilar of Roche's cancer drug (Reuters) - Pfizer Inc said on Monday U.S. regulators declined to approve the company's biosimilar of Roche's blockbuster treatment for breast cancer, Herceptin, and sought additional technâ€¦ https://t.co/6GZqd8GCiP",Herceptin,Cancer,"['approv', 'cancer', 'drug', 'said', 'us', 'declin', 'approv', 'blockbust', 'treatment', 'breast', 'cancer', 'sought', 'addit']"
2194,@Wattwurm73 Good pickup but the competition is still pressing $RHBBY to bring Herceptin SC to US shores - as is patent expiration https://t.co/mE78IaIgOl,Herceptin,Cancer,"['good', 'pickup', 'competit', 'still', 'press', 'bring', 'us', 'patent', 'expir']"
2195,"FDA declines to approve Pfizer biosimilar of Roche's cancer drug https://t.co/d1IJ56Z2Qu | Reuters: Health News::: (Reuters) - Pfizer Inc said on Monday U.S. regulators declined to approve the company's biosimilar of Roche's blockbuster treatment for breast cancer, Herceptin, aâ€¦",Herceptin,Cancer,"['approv', 'cancer', 'drug', 'health', 'news', 'said', 'us', 'declin', 'approv', 'blockbust', 'treatment', 'breast', 'cancer']"
2196,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/4JRaRBYYcD #Tips2Trade #T2T,Herceptin,Cancer,['approv']
2197,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Herceptin,Cancer,['approv']
2198,RT @fwpharma: FDA rejects Pfizer's filing seeking approval of #biosimilar version of Roche's Herceptin https://t.co/H6AkVCf35E $PFE $RHHBY,Herceptin,Cancer,"['file', 'seek', 'approv', 'version']"
2199,FDA rejects Pfizer's filing seeking approval of #biosimilar version of Roche's Herceptin https://t.co/H6AkVCf35E $PFE $RHHBY,Herceptin,Cancer,"['file', 'seek', 'approv', 'version']"
2200,Pfizer says FDA failed to approve Herceptin biosimilar.. https://t.co/kyDTwz78xE https://t.co/y5Qo4YN3zq #Biotech #stocks,Herceptin,Cancer,"['approv', 'stock']"
2201,"FDA declines to approve Pfizer's biosimilar to Roche's cancer drug (Reuters) - Pfizer Inc said on Monday the U.S. Food and Drug Administration (FDA) declined to approve the company's biosimilar to Roche's breast cancer drug, Herceptin, and sought additioâ€¦ https://t.co/pZH7S8JTrz",Herceptin,Cancer,"['approv', 'cancer', 'drug', 'said', 'us', 'food', 'drug', 'administr', 'declin', 'approv', 'breast', 'cancer', 'drug', 'sought']"
2202,FDA declines to approve Pfizer's #biosimilar to Roche's cancer drug (Herceptin) -  https://t.co/3hV5dW4u6A,Herceptin,Cancer,"['approv', 'cancer', 'drug']"
2203,#FDA rejects $PFE's trastuzumab biosimilar [ $RHHBY @genentech #Herceptin] https://t.co/MaQtc6rH1D #biosimilars #pharma #biotech,Herceptin,Cancer,[]
2204,"@popastock It is a delay, but considering others like Merck/Samsung (approved), Biocon/Mylan (launch 2019), Celltrion/Teva (issues as well), Amgen/Allergan, Biocad (still in Phase 3) are also involved in the Herceptin biosimilar, this is just a small impa",Herceptin,Cancer,"['delay', 'consid', 'like', 'launch', 'well', 'still', 'phase', 'also', 'involv', 'small']"
2205,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Herceptin,Cancer,['approv']
2206,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Herceptin,Cancer,['approv']
2207,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/vpBEqrzy0G,Herceptin,Cancer,['approv']
2208,Pfizer says FDA failed to approve Herceptin biosimilar,Herceptin,Cancer,['approv']
2209,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Herceptin,Cancer,['approv']
2210,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Herceptin,Cancer,['approv']
2211,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/mH4jIkavSc,Herceptin,Cancer,['approv']
2212,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Herceptin,Cancer,['approv']
2213,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/ZWL3w8GShH MARKETWATCH,Herceptin,Cancer,['approv']
2214,"$HALO CRL for Pfizer's Herceptin biosimilar
https://t.co/FTRduZRVbf",Herceptin,Cancer,['halo']
2215,"Looks like the vast majority of bios data this morning is in the category of - good to know, so what's next...  - $PFE just got a CRL for the herceptin biosim on technical matter.. whatever that means..",Herceptin,Cancer,"['like', 'vast', 'major', 'bio', 'data', 'morn', 'categori', 'good', 'know', 'what', 'next', 'got', 'technic', 'matter', 'whatev']"
2216,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, #Remicade, #Xarelto, #Januvia, #Lantus, #Prevnar13, 
Get #MedsMinders #Meds Reminder to remind you https://t.co/q0rW9bUyTc https://t.co/pi3glbrWqk",Herceptin,Cancer,"['top', 'sell', 'prescript', 'get', 'remind', 'remind']"
2217,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/q0rW9bUyTc https://t.co/bDWTKTDBkh",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2218,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Opdivo, #Neulasta, #Lyrica, #Harvoni, #Advair, #Tecfidera, #Stelara 
Get #MedsMinders #Meds Reminder to remind you https://t.co/Cq85YbHHwn https://t.co/Fo9kZty1vC",Herceptin,Cancer,"['top', 'sell', 'prescript', 'get', 'remind', 'remind']"
2219,"@VinayPrasadMD @GlopesMd @NicoleKuderer @JAMAOnc Speaking from my experience practicing breast and GI cancer medicine, less than 5% of my patients have some form of genome-driven therapy available (including investigational). Excl use of herceptin in brea",Herceptin,Cancer,"['speak', 'experi', 'breast', 'cancer', 'medicin', 'less', 'form', 'therapi', 'avail', 'investig', 'use']"
2220,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/Cq85YbHHwn https://t.co/9eiQ7Gpv68",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2221,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/JVmqvUl0qF https://t.co/epRlUhx7iC",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2222,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/Cq85YbHHwn https://t.co/UDBtAzc9Ti",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2223,"RT @tamba_twins_mb: This mum is amazing â€“ battling cancer AND raising triplets! Talk about Super Mum. 
https://t.co/1SAFA6NOuG
We think allâ€¦",Herceptin,Cancer,"['mum', 'amaz', 'cancer', 'rais', 'talk', 'super', 'mum', 'think']"
2224,"RT @tamba_twins_mb: This mum is amazing â€“ battling cancer AND raising triplets! Talk about Super Mum. 
https://t.co/1SAFA6NOuG
We think allâ€¦",Herceptin,Cancer,"['mum', 'amaz', 'cancer', 'rais', 'talk', 'super', 'mum', 'think']"
2225,"This mum is amazing â€“ battling cancer AND raising triplets! Talk about Super Mum. 
https://t.co/1SAFA6NOuG
We think all Multiples Parents are awesome. And if your super power is raising 3 or more, swot up on triplet and quad life with our factsheet: https://t.co/NOeEuiOfC5",Herceptin,Cancer,"['mum', 'amaz', 'cancer', 'rais', 'talk', 'super', 'mum', 'think', 'awesom', 'super', 'power', 'rais', 'swot', 'triplet', 'quad', 'life']"
2226,"RT @PortfolioPenny: Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/QxuJE4Ariv https://t.co/IOJJBGZuX3",Herceptin,Cancer,[]
2227,@DeanRegier interesting area more broadly. There are a few reduced dose trials - eg Persephone Study in Herceptin.,Herceptin,Cancer,"['interest', 'area', 'broadli', 'reduc', 'dose', 'studi']"
2228,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/QxuJE4Ariv https://t.co/IOJJBGZuX3",Herceptin,Cancer,[]
2229,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/iaIuxWjFkx https://t.co/yk1NF6tTr4",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2230,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/kUffx8XeUp https://t.co/AsJfEbv2h2",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2231,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/kUffx8XeUp https://t.co/QaVoOh0gm8",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2232,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, #Remicade, #Xarelto, #Januvia, #Lantus, #Prevnar13, 
Get #MedsMinders #Meds Reminder to remind you https://t.co/q0rW9bUyTc https://t.co/RQwmTrzjZF",Herceptin,Cancer,"['top', 'sell', 'prescript', 'get', 'remind', 'remind']"
2233,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/q0rW9bUyTc https://t.co/VE3ZlbsQTl",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2234,"RT @biosimilars101: For #patients with Endometrial cancer, #biosimilar Trastuzumab, referencing Herceptin, along with chemotherapy helped iâ€¦",Herceptin,Cancer,"['endometri', 'cancer', 'along', 'chemotherapi']"
2235,"For #patients with Endometrial cancer, #biosimilar Trastuzumab, referencing Herceptin, along with chemotherapy helped increase progression-free survival https://t.co/sg3uVwlRtv",Herceptin,Cancer,"['endometri', 'cancer', 'along', 'chemotherapi', 'increas', 'surviv']"
2236,11 months ago I was about to find out I had breast cancer. For the first time in almost a year I have 20 hospital free days ahead of me! #cancer #gettingthere #breastcancer #lifewithcancer #herceptin,Herceptin,Cancer,"['ago', 'find', 'breast', 'cancer', 'first', 'time', 'almost', 'year', 'hospit', 'free', 'day', 'ahead', 'cancer']"
2237,"@Iansmith2468 @Rod_Studd @MarkWilsonRadio my sister died of cancer, my wife had cancer chemo herceptin and has osteoporosis due to all the steroids! my dad has alzheimers and vascular dementia and cant move his arms or legs and unable to feed himself, he ",Herceptin,Cancer,"['sister', 'cancer', 'wife', 'cancer', 'osteoporosi', 'due', 'dad', 'vascular', 'dementia', 'cant', 'move', 'arm', 'unabl', 'feed']"
2238,"@Jess81796 @Cancer_Quotes The Onc. told me that I have 10 years with a new treatment called Herceptin used as a ""silver bullet"" where otherwise women with my type of breastcancer would have died within 2 years of diagnosis I'm still here. What doesn't kil",Herceptin,Cancer,"['jess', 'told', 'new', 'treatment', 'use', 'silver', 'bullet', 'otherwis', 'type', 'would', 'within', 'diagnosi', 'still', 'doesnt', 'kil']"
2239,11 years' follow-up of trastuzumab after adjuvant chemotherapy in HER2-positive early breast cancer: final analysis of the HERceptin Adjuvant (HERA) trial. https://t.co/PH0IWhSj5l,Herceptin,Cancer,"['adjuv', 'chemotherapi', 'earli', 'breast', 'cancer', 'final', 'analysi', 'adjuv', 'trial']"
2240,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Opdivo, #Neulasta, #Lyrica, #Harvoni, #Advair, #Tecfidera, #Stelara 
Get #MedsMinders #Meds Reminder to remind you https://t.co/Cq85YbHHwn https://t.co/jtpVo1UO0X",Herceptin,Cancer,"['top', 'sell', 'prescript', 'get', 'remind', 'remind']"
2241,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/DtnHVfYkTb https://t.co/GVNWl7E3Tw",Herceptin,Cancer,[]
2242,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/V0scBW4pf0 https://t.co/5qfTKRopjc",Herceptin,Cancer,[]
2243,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/42qJn0xdU8 https://t.co/osaGkpt7XS",Herceptin,Cancer,[]
2244,@VincentRK @VinayPrasadMD @DHymanMD Ditto! (a) advent of herceptin and glevec are not results of WGS so should not be used as examples to defend WGS (2) Rigorous RCTs testing WGS is the only way if we want to invent more herceptins and glevecs through WGS,Herceptin,Cancer,"['ditto', 'use', 'defend', 'rigor', 'test', 'way', 'want', 'invent']"
2245,"RT @Sarajbonnell: @bccww @JustTreatmentUK Totally.  I'm still alive today because of of the campaign a few years ago to make Herceptin, whiâ€¦",Herceptin,Cancer,"['total', 'still', 'aliv', 'today', 'campaign', 'ago', 'make']"
2246,"RT @Sarajbonnell: @bccww @JustTreatmentUK Totally.  I'm still alive today because of of the campaign a few years ago to make Herceptin, whiâ€¦",Herceptin,Cancer,"['total', 'still', 'aliv', 'today', 'campaign', 'ago', 'make']"
2247,"@bccww @JustTreatmentUK Totally.  I'm still alive today because of of the campaign a few years ago to make Herceptin, which is expensive, available for primary BC #bccww",Herceptin,Cancer,"['total', 'still', 'aliv', 'today', 'campaign', 'ago', 'make', 'expens', 'avail', 'primari']"
2248,"@lucyclio @AmazzoneFuriosa @ctimmermann What an interesting discussion! And yes, we should definitively have a chat about Herceptin and breast cancer therapies!",Herceptin,Cancer,"['interest', 'discuss', 'ye', 'definit', 'chat', 'breast', 'cancer']"
2249,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/Ksac8CmI5w https://t.co/fhlg7uSt7y",Herceptin,Cancer,[]
2250,@AmazzoneFuriosa @ctimmermann @Cinzia_Greco_ Yes please!  Herceptin chat please!  (but not today),Herceptin,Cancer,"['ye', 'pleas', 'chat', 'pleas', 'today']"
2251,@ctimmermann @Cinzia_Greco_ @lucyclio If we survive this phase we'll have a clearer picture of both the company and the activist side of the Herceptin issue. Stay strong!,Herceptin,Cancer,"['surviv', 'phase', 'well', 'clearer', 'pictur', 'compani', 'activist', 'side', 'issu', 'stay', 'strong']"
2252,@ctimmermann @Cinzia_Greco_ @lucyclio We should talk about Herceptin at some point,Herceptin,Cancer,"['talk', 'point']"
2253,RT @bonniehfox: So six monthly scan results today show I'm still stable on Herceptin &amp; Perjeta after 2 years and 8 mths and 44 cycles <f0><U+009F><U+008E><U+0089><f0><U+009F><U+008E><U+0089><f0><U+009F><U+008E><U+0089> #â€¦,Herceptin,Cancer,"['six', 'monthli', 'scan', 'today', 'show', 'still', 'stabl']"
2254,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/S9NN7v5DuC https://t.co/fnFIsrsyT6",Herceptin,Cancer,[]
2255,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/V0scBW4pf0 https://t.co/SL0gf0mY22",Herceptin,Cancer,[]
2256,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/42qJn0xdU8 https://t.co/CVgkPjKfaX",Herceptin,Cancer,[]
2257,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/Cq85YbHHwn https://t.co/YkE5NViwJ6",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2258,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/DtnHVgfVKJ https://t.co/QSv3qCC1KB",Herceptin,Cancer,[]
2259,#Novartis submitted its #FDA application for the #Rituxan #biosimilar two months after #Celltrion and is on track for approval sometime in the second quarter of this year. #Amgen  #Herceptin biosimilar on track for second quarter tâ€¦https://t.co/vo405NUzhZ https://t.co/v9Iwj4g8Az,Herceptin,Cancer,"['applic', 'two', 'track', 'approv', 'sometim', 'second', 'quarter', 'year', 'track', 'second', 'quarter']"
2260,"Me going for my annual echocardiogram, aka checkup to make sure herceptin didn't destroy my heart, like... #breastcancer #chemo #oncology https://t.co/S8OoMq4mYO",Herceptin,Cancer,"['go', 'annual', 'aka', 'checkup', 'make', 'sure', 'didnt', 'destroy', 'heart', 'like', 'oncolog']"
2261,@MaverickNY Great.  Reminiscent of Herceptin adjuvant.,Herceptin,Cancer,"['great', 'reminisc', 'adjuv']"
2262,"RT @footballfansapp: Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, #Remiâ€¦",Herceptin,Cancer,"['top', 'sell', 'prescript']"
2263,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, #Remicade, #Xarelto, #Januvia, #Lantus, #Prevnar13, 
Get #MedsMinders #Meds Reminder to remind you https://t.co/q0rW9bUyTc https://t.co/fI11WwBmFg",Herceptin,Cancer,"['top', 'sell', 'prescript', 'get', 'remind', 'remind']"
2264,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/q0rW9bUyTc https://t.co/8z2pH9T6fA",Herceptin,Cancer,"['top', 'sell', 'prescript', 'remind', 'wont', 'let', 'miss', 'take', 'even', 'person', 'voic']"
2265,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/bRMOfx4sha https://t.co/PnfhyOkxX8",Herceptin,Cancer,[]
2266,RT @CathyEngMD: @NicoleKuderer @GIcancerDoc @aakonc @DrR_DUNNE @loconte @yzafar @RyanNipp @cancerassassin1 @ShaalanBeg @TGeorgeMD @marshaljâ€¦,Herceptin,Cancer,[]
2267,RT @CathyEngMD: @NicoleKuderer @GIcancerDoc @aakonc @DrR_DUNNE @loconte @yzafar @RyanNipp @cancerassassin1 @ShaalanBeg @TGeorgeMD @marshaljâ€¦,Herceptin,Cancer,[]
